"1","198","1","1","1"
"1","3","1","2","1"
"1","188","1","3","1"
"1","41","1","4","1"
"1","56","1","5","1"
"1","127","1","6","1"
"1","226","1","7","1"
"1","194","1","8","1"
"1","214","1","9","1"
"1","14","1","10","1"
"1","213","1","11","1"
"1","205","2","1","1"
"1","231","2","2","1"
"1","72","2","3","1"
"1","180","2","4","1"
"1","20","2","5","1"
"1","82","2","6","1"
"1","98","2","7","1"
"1","110","2","8","1"
"1","204","2","9","1"
"1","70","2","10","1"
"1","200","2","11","1"
"1","203","3","1","1"
"1","224","3","2","1"
"1","112","3","3","1"
"1","170","3","4","1"
"1","46","3","5","1"
"1","21","3","6","1"
"1","132","3","7","1"
"1","154","3","8","1"
"1","168","3","9","1"
"1","26","3","10","1"
"1","135","3","11","1"
"1","171","3","12","1"
"1","30","4","1","1"
"1","73","4","2","1"
"1","228","4","3","1"
"1","220","4","4","1"
"1","71","4","5","1"
"1","62","4","6","1"
"1","177","4","7","1"
"1","186","4","8","1"
"1","107","4","9","1"
"1","130","4","10","1"
"1","199","4","11","1"
"1","163","5","1","1"
"1","219","5","2","1"
"1","225","5","3","1"
"1","29","5","4","1"
"1","190","5","5","1"
"1","36","5","6","1"
"1","193","5","7","1"
"1","144","5","8","1"
"1","182","6","1","1"
"1","142","6","2","1"
"1","94","6","3","1"
"1","53","6","4","1"
"1","9","6","5","1"
"1","57","6","6","1"
"1","19","6","7","1"
"1","37","6","8","1"
"1","6","6","9","1"
"1","189","6","10","1"
"1","39","6","11","1"
"1","51","6","12","1"
"1","192","6","13","1"
"1","197","6","14","1"
"2","41","1","11","1"
"2","231","2","1","1"
"2","188","1","2","1"
"2","53","1","9","1"
"2","205","2","2","1"
"2","51","1","6","1"
"2","70","1","8","1"
"2","182","1","10","1"
"2","198","1","1","1"
"2","170","2","8","1"
"2","213","1","7","1"
"2","56","1","5","1"
"2","71","2","7","1"
"2","62","2","5","1"
"2","98","1","4","1"
"2","192","1","3","1"
"2","9","2","3","1"
"2","214","2","9","1"
"2","224","2","10","1"
"2","57","2","4","1"
"2","72","2","11","1"
"2","94","2","6","1"
"2","203","3","1","1"
"2","171","3","4","1"
"2","30","3","5","1"
"2","73","3","6","1"
"2","220","3","7","1"
"2","194","3","8","1"
"2","226","3","9","1"
"2","82","4","1","1"
"2","29","4","2","1"
"2","107","4","3","1"
"2","21","4","4","1"
"2","204","4","5","1"
"2","14","4","6","1"
"2","168","4","7","1"
"2","132","4","8","1"
"2","135","4","9","1"
"2","228","4","10","1"
"2","26","4","11","1"
"2","20","5","1","1"
"2","154","5","2","1"
"2","219","5","3","1"
"2","186","5","4","1"
"2","180","5","5","1"
"2","177","5","6","1"
"2","112","5","7","1"
"2","127","5","8","1"
"2","130","5","9","1"
"2","46","5","10","1"
"2","199","5","11","1"
"2","144","5","12","1"
"2","110","5","13","1"
"2","162","5","14","1"
"2","197","5","15","1"
"2","256","2","12","1"
"2","257","3","2","1"
"2","258","3","3","1"
"6","9","1","1","1"
"6","21","1","2","1"
"6","29","1","3","1"
"6","46","1","4","1"
"6","51","1","5","1"
"6","56","1","6","1"
"6","57","1","7","1"
"6","82","1","8","1"
"6","98","1","9","1"
"6","135","1","10","1"
"6","154","1","11","1"
"6","186","1","12","1"
"6","171","1","13","1"
"6","177","2","14","1"
"6","180","1","15","1"
"6","203","1","16","1"
"6","213","1","17","1"
"6","224","1","18","1"
"6","226","1","19","1"
"6","205","1","20","1"
"6","231","1","21","1"
"6","132","1","22","1"
"6","127","1","23","1"
"6","162","1","24","1"
"6","72","1","25","1"
"7","197","5","15","1"
"7","162","5","14","1"
"7","110","5","13","1"
"7","144","5","12","1"
"7","199","5","11","1"
"7","46","5","10","1"
"7","130","5","9","1"
"7","127","5","8","1"
"7","112","5","7","1"
"7","177","5","6","1"
"7","180","5","5","1"
"7","186","5","4","1"
"7","219","5","3","1"
"7","154","5","2","1"
"7","20","5","1","1"
"7","26","4","11","1"
"7","228","4","10","1"
"7","135","4","9","1"
"7","132","4","8","1"
"7","168","4","7","1"
"7","14","4","6","1"
"7","204","4","5","1"
"7","21","4","4","1"
"7","107","4","3","1"
"7","29","4","2","1"
"7","82","4","1","1"
"7","226","3","9","1"
"7","194","3","8","1"
"7","220","3","7","1"
"7","73","3","6","1"
"7","30","3","5","1"
"7","171","3","4","1"
"7","258","3","3","1"
"7","257","3","2","1"
"7","203","3","1","1"
"7","256","2","12","1"
"7","72","2","11","1"
"7","224","2","10","1"
"7","214","2","9","1"
"7","170","2","8","1"
"7","71","2","7","1"
"7","94","2","6","1"
"7","62","2","5","1"
"7","57","2","4","1"
"7","9","2","3","1"
"7","205","2","2","1"
"7","231","2","1","1"
"7","192","1","3","1"
"7","41","1","11","1"
"7","182","1","10","1"
"7","53","1","9","1"
"7","70","1","8","1"
"7","56","1","5","1"
"7","51","1","6","1"
"7","213","1","7","1"
"7","188","1","2","1"
"7","98","1","4","1"
"7","198","1","1","1"
"8","204","1","17","1"
"8","203","1","20","1"
"8","20","1","3","1"
"8","170","1","5","1"
"8","256","1","6","1"
"8","258","1","21","1"
"8","29","1","7","1"
"8","200","1","25","1"
"8","154","1","22","1"
"8","214","1","19","1"
"8","213","1","12","1"
"8","220","1","4","1"
"8","46","1","8","1"
"8","219","1","24","1"
"8","224","1","15","1"
"8","275","1","16","1"
"8","274","1","11","1"
"8","228","1","18","1"
"8","112","1","26","1"
"8","163","1","30","1"
"8","278","1","9","1"
"8","144","1","28","1"
"8","205","1","2","1"
"8","231","1","1","1"
"8","198","1","10","1"
"8","272","1","27","1"
"8","168","1","23","1"
"15","177","5","2","1"
"15","39","5","3","1"
"15","186","5","4","1"
"15","278","5","5","1"
"13","144","3","15","1"
"13","203","3","16","1"
"72","194","1","33","1"
"71","130","1","72","1"
"18","314","2","7","1"
"18","278","4","3","1"
"18","276","2","4","1"
"18","275","4","1","1"
"18","274","3","1","1"
"18","256","1","10","1"
"18","231","1","5","1"
"18","228","3","4","1"
"18","226","2","3","1"
"18","224","3","7","1"
"18","220","4","10","1"
"18","219","3","2","1"
"18","214","2","5","1"
"18","213","3","6","1"
"18","205","1","6","1"
"18","204","4","11","1"
"18","203","2","1","1"
"18","200","5","8","1"
"18","194","4","8","1"
"18","192","1","8","1"
"18","188","1","4","1"
"18","182","1","3","1"
"18","180","5","3","1"
"18","177","1","2","1"
"18","170","4","9","1"
"18","168","5","4","1"
"18","154","4","4","1"
"18","26","5","11","1"
"18","135","5","9","1"
"18","132","4","2","1"
"18","127","2","10","1"
"18","112","3","8","1"
"18","110","5","5","1"
"18","107","4","12","1"
"18","98","1","9","1"
"18","82","5","1","1"
"18","73","4","7","1"
"18","72","2","8","1"
"18","71","2","6","1"
"18","56","2","9","1"
"18","51","3","3","1"
"18","46","5","6","1"
"18","41","1","1","1"
"18","36","5","7","1"
"18","30","4","6","1"
"18","29","3","5","1"
"86","132","4","9","1"
"86","130","5","7","1"
"86","127","4","10","1"
"86","110","5","5","1"
"86","107","5","4","1"
"86","102","4","7","1"
"86","98","1","9","1"
"86","82","4","4","1"
"86","73","3","4","1"
"86","72","1","7","1"
"86","71","1","11","1"
"86","62","3","5","1"
"86","51","2","8","1"
"86","46","4","3","1"
"86","39","2","2","1"
"86","29","3","7","1"
"86","26","5","2","1"
"86","21","3","8","1"
"86","20","4","11","1"
"86","14","5","8","1"
"81","20","4","11","1"
"81","358","6","4","1"
"81","144","6","3","1"
"81","162","6","2","1"
"81","339","6","1","1"
"81","127","4","10","1"
"81","368","4","2","1"
"13","20","1","18","1"
"12","41","1","1","1"
"12","214","2","5","1"
"12","188","1","4","1"
"12","231","1","5","1"
"12","205","1","6","1"
"12","20","1","7","1"
"12","192","1","8","1"
"12","98","1","9","1"
"12","256","1","10","1"
"12","203","2","1","1"
"12","9","2","2","1"
"12","226","2","3","1"
"12","276","2","4","1"
"12","71","2","6","1"
"12","182","1","3","1"
"18","14","3","3","1"
"12","72","2","8","1"
"12","56","2","9","1"
"12","127","2","10","1"
"12","219","3","1","1"
"12","14","3","2","1"
"12","51","3","3","1"
"12","228","3","4","1"
"12","274","3","5","1"
"12","29","3","6","1"
"12","213","3","7","1"
"12","224","3","8","1"
"12","112","3","9","1"
"12","275","4","1","1"
"12","132","4","2","1"
"12","278","4","3","1"
"12","154","4","4","1"
"18","9","2","2","1"
"12","30","4","6","1"
"12","73","4","7","1"
"12","194","4","8","1"
"12","170","4","9","1"
"12","220","4","10","1"
"12","204","4","11","1"
"12","107","4","12","1"
"12","82","5","1","1"
"12","21","5","2","1"
"12","180","5","3","1"
"12","168","5","4","1"
"12","110","5","5","1"
"12","46","5","6","1"
"12","36","5","7","1"
"12","200","5","8","1"
"12","135","5","9","1"
"12","144","5","10","1"
"13","274","2","1","1"
"13","224","2","2","1"
"13","226","2","3","1"
"13","276","2","4","1"
"13","9","2","5","1"
"13","182","2","6","1"
"13","110","2","7","1"
"13","70","2","8","1"
"13","228","2","9","1"
"13","135","2","10","1"
"13","107","2","11","1"
"13","168","2","12","1"
"13","170","2","13","1"
"13","231","2","14","1"
"13","205","2","15","1"
"13","204","2","16","1"
"13","154","2","17","1"
"13","46","3","1","1"
"13","198","3","2","1"
"13","188","3","3","1"
"13","72","3","4","1"
"13","132","3","5","1"
"13","278","3","7","1"
"13","112","3","7","1"
"13","127","3","6","1"
"13","213","3","8","1"
"13","219","3","9","1"
"13","192","3","10","1"
"13","71","3","11","1"
"13","180","3","12","1"
"13","82","3","13","1"
"13","163","3","14","1"
"18","21","5","2","1"
"18","20","1","7","1"
"12","314","2","7","1"
"12","177","1","2","1"
"15","182","1","1","1"
"15","226","1","2","1"
"15","9","1","3","1"
"15","57","1","4","1"
"15","188","1","5","1"
"15","231","1","6","1"
"15","205","1","7","1"
"15","71","1","10","1"
"15","20","1","11","1"
"15","198","2","1","1"
"15","51","2","2","1"
"15","213","2","6","1"
"15","170","2","4","1"
"15","224","2","7","1"
"15","228","2","5","1"
"15","29","2","9","1"
"15","219","2","11","1"
"15","220","2","10","1"
"15","132","2","8","1"
"15","203","3","1","1"
"15","30","3","2","1"
"15","73","3","3","1"
"15","258","3","6","1"
"15","171","3","5","1"
"15","62","3","4","1"
"15","26","3","7","1"
"15","82","3","8","1"
"15","127","3","10","1"
"15","56","3","9","1"
"15","194","4","1","1"
"15","256","4","2","1"
"15","214","4","3","1"
"15","154","4","4","1"
"15","204","4","5","1"
"15","107","4","6","1"
"15","275","4","7","1"
"15","21","4","8","1"
"15","168","4","9","1"
"15","14","4","10","1"
"15","274","4","11","1"
"15","135","4","12","1"
"15","180","5","1","1"
"13","73","1","17","1"
"13","186","1","16","1"
"13","214","1","15","1"
"13","193","1","14","1"
"13","26","1","13","1"
"13","220","1","12","1"
"13","57","1","11","1"
"13","171","1","10","1"
"13","258","1","9","1"
"13","62","1","8","1"
"13","51","1","7","1"
"13","29","1","6","1"
"13","36","1","5","1"
"13","14","1","4","1"
"13","194","1","3","1"
"13","256","1","2","1"
"13","275","1","1","1"
"15","192","5","6","1"
"15","72","5","8","1"
"15","276","1","9","1"
"15","130","5","7","1"
"15","98","5","9","1"
"15","46","5","10","1"
"15","70","5","11","1"
"15","110","6","1","1"
"15","94","6","2","1"
"15","163","6","3","1"
"15","41","6","4","1"
"15","200","6","5","1"
"15","197","6","8","1"
"15","199","6","7","1"
"15","144","6","9","1"
"17","282","1","1","1"
"17","283","1","2","1"
"17","293","1","3","1"
"17","299","1","4","1"
"17","311","1","5","1"
"17","307","1","6","1"
"17","309","1","7","1"
"17","297","1","8","1"
"17","177","1","11","1"
"17","280","1","9","1"
"17","39","1","10","1"
"17","186","1","12","1"
"17","278","1","13","1"
"17","304","1","15","1"
"17","37","1","14","1"
"17","82","4","2","1"
"17","287","1","17","1"
"17","72","1","21","1"
"17","295","1","22","1"
"17","310","1","20","1"
"17","292","1","23","1"
"17","71","2","1","1"
"17","94","2","2","1"
"17","62","2","3","1"
"17","276","2","4","1"
"17","314","2","5","1"
"17","231","2","6","1"
"17","205","2","7","1"
"17","190","2","8","1"
"17","73","2","9","1"
"17","53","2","10","1"
"17","290","1","24","1"
"17","9","3","1","1"
"17","213","3","2","1"
"17","224","3","3","1"
"17","188","3","4","1"
"17","182","3","5","1"
"17","57","3","6","1"
"17","170","3","7","1"
"17","226","3","8","1"
"17","214","3","9","1"
"17","198","3","10","1"
"17","20","3","11","1"
"17","168","3","12","1"
"17","192","3","13","1"
"17","180","4","1","1"
"17","46","4","3","1"
"17","127","4","4","1"
"17","132","4","5","1"
"17","228","4","6","1"
"17","256","4","8","1"
"17","275","4","7","1"
"17","107","4","9","1"
"17","14","4","10","1"
"17","21","4","11","1"
"17","204","4","12","1"
"17","220","4","13","1"
"17","219","4","14","1"
"72","110","1","28","1"
"71","132","1","73","1"
"72","219","1","31","1"
"71","180","1","54","1"
"72","360","1","21","1"
"71","354","1","60","1"
"71","162","1","76","1"
"71","133","1","74","1"
"72","256","1","7","1"
"71","127","1","71","1"
"72","198","1","1","1"
"72","359","1","14","1"
"71","349","1","70","1"
"72","12","1","10","1"
"72","102","1","32","1"
"72","355","1","19","1"
"76","14","1","9","1"
"72","357","1","8","1"
"71","347","1","63","1"
"71","149","1","53","1"
"76","351","2","13","1"
"71","144","1","78","1"
"72","154","1","17","1"
"71","98","1","59","1"
"71","107","1","66","1"
"71","314","1","77","1"
"71","297","1","61","1"
"71","82","1","55","1"
"71","2","1","68","1"
"71","357","1","66","1"
"71","231","1","58","1"
"72","353","1","22","1"
"71","353","1","79","1"
"72","356","1","5","1"
"72","354","1","3","1"
"71","110","1","67","1"
"72","231","1","13","1"
"71","348","1","69","1"
"72","26","1","24","1"
"72","133","1","30","1"
"72","297","1","23","1"
"72","135","1","20","1"
"71","94","1","56","1"
"71","358","1","82","1"
"71","21","1","52","1"
"72","351","1","16","1"
"72","336","1","11","1"
"71","320","1","65","1"
"71","177","1","64","1"
"72","20","1","4","1"
"72","204","1","25","1"
"71","318","1","80","1"
"72","188","1","12","1"
"72","343","1","23","1"
"72","39","1","26","1"
"71","168","1","75","1"
"72","168","1","29","1"
"72","21","1","18","1"
"72","220","1","34","1"
"72","352","1","6","1"
"72","283","1","35","1"
"72","350","1","15","1"
"71","346","1","62","1"
"72","347","1","2","1"
"76","352","2","5","1"
"72","214","1","9","1"
"71","351","1","57","1"
"18","198","1","1","1"
"18","186","5","12","1"
"18","130","5","13","1"
"18","197","5","14","1"
"18","144","5","15","1"
"71","350","1","51","1"
"71","343","1","50","1"
"71","186","1","49","1"
"71","283","1","48","1"
"71","73","1","47","1"
"71","226","1","46","1"
"71","72","1","45","1"
"71","182","1","44","1"
"71","70","1","42","1"
"71","69","1","41","1"
"71","325","1","40","1"
"71","342","1","39","1"
"71","352","1","38","1"
"71","224","1","37","1"
"71","333","1","36","1"
"71","63","1","35","1"
"71","57","1","33","1"
"71","220","1","32","1"
"71","329","1","31","1"
"71","219","1","30","1"
"71","56","1","29","1"
"71","355","1","28","1"
"71","51","1","27","1"
"71","46","1","26","1"
"71","37","1","25","1"
"71","135","1","24","1"
"71","154","1","23","1"
"71","39","1","22","1"
"71","214","1","21","1"
"71","213","1","20","1"
"71","36","1","19","1"
"71","188","1","18","1"
"71","340","1","17","1"
"71","29","1","16","1"
"71","336","1","15","1"
"71","26","1","14","1"
"71","198","1","13","1"
"71","256","1","12","1"
"71","264","1","11","1"
"71","20","1","10","1"
"71","319","1","9","1"
"71","102","1","8","1"
"71","194","1","7","1"
"71","356","1","6","1"
"71","14","1","5","1"
"71","12","1","4","1"
"71","176","1","3","1"
"71","9","1","2","1"
"71","204","1","1","1"
"62","70","6","15","1"
"65","297","1","5","1"
"65","354","1","4","1"
"65","355","1","3","1"
"65","356","1","2","1"
"65","176","1","1","1"
"71","62","1","34","1"
"71","71","1","43","1"
"24","57","5","22","1"
"24","70","5","21","1"
"24","171","5","23","1"
"25","256","1","9","1"
"25","29","2","5","1"
"24","94","5","19","1"
"25","14","2","3","1"
"25","9","1","10","1"
"29","9","5","1","1"
"24","264","5","20","1"
"28","327","5","7","1"
"25","21","3","2","1"
"27","224","4","6","1"
"27","177","1","6","1"
"27","320","1","5","1"
"26","314","2","7","1"
"26","276","2","4","1"
"26","275","4","1","1"
"26","274","3","1","1"
"26","264","5","20","1"
"26","37","2","12","1"
"26","256","1","11","1"
"26","231","1","6","1"
"26","228","3","4","1"
"26","226","2","3","1"
"26","224","3","7","1"
"26","220","4","10","1"
"26","219","3","2","1"
"26","214","2","5","1"
"26","213","3","6","1"
"26","205","1","7","1"
"26","204","4","11","1"
"26","203","2","1","1"
"26","62","2","11","1"
"26","198","1","1","1"
"26","197","5","14","1"
"26","194","4","8","1"
"26","192","1","9","1"
"26","188","1","5","1"
"26","186","5","12","1"
"26","182","1","4","1"
"26","180","5","3","1"
"26","177","1","3","1"
"26","171","5","23","1"
"26","170","4","9","1"
"26","168","4","12","1"
"26","154","4","4","1"
"26","144","5","15","1"
"26","135","5","9","1"
"26","132","4","2","1"
"27","198","1","1","1"
"26","127","2","10","1"
"26","112","3","8","1"
"26","110","5","5","1"
"26","107","4","13","1"
"26","98","1","10","1"
"26","94","2","14","1"
"26","82","5","1","1"
"26","73","4","7","1"
"26","72","2","8","1"
"26","71","2","6","1"
"27","192","1","3","1"
"27","194","1","2","1"
"26","57","5","22","1"
"26","56","2","9","1"
"26","51","3","3","1"
"26","46","5","6","1"
"26","41","1","2","1"
"27","219","1","4","1"
"26","26","5","11","1"
"26","21","5","2","1"
"26","20","1","8","1"
"26","14","3","3","1"
"26","29","3","5","1"
"26","9","2","2","1"
"23","9","2","2","1"
"23","14","3","3","1"
"23","21","5","2","1"
"23","26","5","11","1"
"23","29","3","5","1"
"23","41","1","2","1"
"23","46","5","6","1"
"23","20","4","4","1"
"23","264","2","11","1"
"23","71","2","6","1"
"23","72","2","8","1"
"23","73","4","8","1"
"23","82","5","1","1"
"23","98","1","8","1"
"23","110","5","5","1"
"23","127","2","10","1"
"23","192","4","7","1"
"23","132","4","2","1"
"23","135","5","9","1"
"23","144","5","15","1"
"23","154","4","3","1"
"23","168","5","4","1"
"23","170","3","8","1"
"23","177","1","3","1"
"23","62","2","12","1"
"23","182","1","4","1"
"23","186","5","12","1"
"23","188","1","5","1"
"23","194","4","9","1"
"23","197","5","14","1"
"23","198","1","1","1"
"23","258","4","6","1"
"23","203","2","1","1"
"23","204","4","11","1"
"23","205","1","7","1"
"23","213","3","6","1"
"23","214","2","5","1"
"23","219","3","2","1"
"23","220","4","10","1"
"23","224","3","7","1"
"23","226","2","3","1"
"23","228","3","4","1"
"23","231","1","6","1"
"23","256","1","9","1"
"23","274","3","1","1"
"23","275","4","1","1"
"23","276","2","4","1"
"23","314","2","7","1"
"24","9","2","2","1"
"24","14","3","3","1"
"24","20","1","7","1"
"24","21","5","2","1"
"24","26","5","11","1"
"24","29","3","5","1"
"24","39","5","17","1"
"24","258","5","16","1"
"24","41","1","1","1"
"24","46","5","6","1"
"24","51","3","3","1"
"24","56","2","9","1"
"24","71","2","6","1"
"24","72","2","8","1"
"24","73","4","7","1"
"24","82","5","1","1"
"24","98","1","9","1"
"24","107","4","12","1"
"24","110","5","5","1"
"24","112","3","8","1"
"24","127","2","10","1"
"24","130","5","13","1"
"24","132","4","2","1"
"24","135","5","9","1"
"24","144","5","15","1"
"24","154","4","4","1"
"24","168","5","4","1"
"24","170","4","9","1"
"24","177","1","2","1"
"24","180","5","3","1"
"24","182","1","3","1"
"24","186","5","12","1"
"24","188","1","4","1"
"24","192","1","8","1"
"24","194","4","8","1"
"24","197","5","14","1"
"24","198","1","1","1"
"24","200","5","8","1"
"24","203","2","1","1"
"24","204","4","11","1"
"24","205","1","6","1"
"24","213","3","6","1"
"24","214","2","5","1"
"24","219","3","2","1"
"24","220","4","10","1"
"24","224","3","7","1"
"24","226","2","3","1"
"24","228","3","4","1"
"24","231","1","5","1"
"24","256","1","10","1"
"24","274","3","1","1"
"24","275","4","1","1"
"24","276","2","4","1"
"24","62","5","18","1"
"24","314","2","7","1"
"28","30","5","5","1"
"25","46","3","5","1"
"25","51","2","3","1"
"25","56","1","16","1"
"28","144","6","12","1"
"25","62","1","6","1"
"25","37","1","5","1"
"28","318","6","3","1"
"25","72","1","15","1"
"25","73","2","11","1"
"25","82","3","1","1"
"28","180","6","8","1"
"28","7","6","1","1"
"25","107","2","15","1"
"25","110","3","6","1"
"28","303","6","11","1"
"25","127","1","17","1"
"29","7","6","1","1"
"25","132","2","9","1"
"25","135","3","9","1"
"25","144","3","15","1"
"25","154","2","10","1"
"25","168","3","4","1"
"25","170","2","12","1"
"28","309","6","10","1"
"25","177","1","2","1"
"25","180","3","3","1"
"28","308","5","9","1"
"25","186","3","12","1"
"28","302","5","8","1"
"28","304","5","6","1"
"28","205","6","6","1"
"29","12","3","6","1"
"25","198","1","1","1"
"28","286","6","5","1"
"25","203","2","1","1"
"25","204","2","14","1"
"25","205","1","4","1"
"25","213","2","6","1"
"25","214","1","13","1"
"25","219","2","2","1"
"25","220","2","13","1"
"25","224","2","7","1"
"25","226","1","11","1"
"25","228","2","4","1"
"25","231","1","3","1"
"28","188","6","2","1"
"25","182","1","7","1"
"25","264","1","8","1"
"28","39","6","4","1"
"25","275","2","8","1"
"25","276","1","12","1"
"25","314","1","14","1"
"28","293","5","4","1"
"28","281","5","3","1"
"28","57","5","2","1"
"28","9","5","1","1"
"28","264","4","9","1"
"28","256","4","8","1"
"28","276","4","7","1"
"28","314","4","6","1"
"28","326","4","5","1"
"28","299","4","4","1"
"28","182","4","3","1"
"28","307","4","2","1"
"28","158","4","1","1"
"28","204","3","9","1"
"28","194","3","8","1"
"28","274","3","7","1"
"28","12","3","6","1"
"28","102","3","5","1"
"28","278","3","4","1"
"28","37","3","3","1"
"28","219","3","2","1"
"28","29","3","1","1"
"28","203","2","9","1"
"28","283","2","8","1"
"28","231","2","7","1"
"28","154","2","6","1"
"28","136","2","5","1"
"28","214","2","4","1"
"28","168","2","3","1"
"28","14","2","2","1"
"28","62","2","1","1"
"28","213","1","9","1"
"28","224","1","10","1"
"28","285","1","8","1"
"28","317","1","7","1"
"28","226","1","6","1"
"28","186","1","5","1"
"28","177","1","4","1"
"28","72","1","3","1"
"28","319","1","2","1"
"28","130","1","1","1"
"27","144","4","8","1"
"27","264","3","7","1"
"27","213","3","6","1"
"27","170","4","5","1"
"27","204","3","5","1"
"27","132","3","4","1"
"27","91","3","3","1"
"27","168","3","2","1"
"27","163","3","1","1"
"27","220","2","10","1"
"36","231","1","21","1"
"27","283","2","9","1"
"27","154","2","8","1"
"27","20","2","7","1"
"27","214","2","6","1"
"27","21","2","5","1"
"27","29","2","4","1"
"27","82","2","3","1"
"27","228","2","2","1"
"27","275","4","7","1"
"27","12","1","11","1"
"27","319","1","10","1"
"27","318","1","9","1"
"27","205","1","8","1"
"27","231","1","7","1"
"29","14","2","2","1"
"29","29","3","1","1"
"29","30","5","5","1"
"29","37","3","3","1"
"29","39","6","4","1"
"29","57","5","2","1"
"29","62","2","1","1"
"29","72","1","3","1"
"29","102","3","5","1"
"29","130","1","1","1"
"29","136","2","5","1"
"29","144","6","12","1"
"29","154","2","6","1"
"29","158","4","1","1"
"29","168","2","3","1"
"29","177","1","4","1"
"29","180","6","8","1"
"29","182","4","3","1"
"29","186","1","5","1"
"29","188","6","2","1"
"29","194","3","8","1"
"29","203","2","9","1"
"29","204","3","9","1"
"29","205","6","6","1"
"29","213","1","9","1"
"29","214","2","4","1"
"29","219","3","2","1"
"29","224","1","10","1"
"29","226","1","6","1"
"29","231","2","7","1"
"29","256","4","8","1"
"29","264","4","9","1"
"29","274","3","7","1"
"29","276","4","7","1"
"29","278","3","4","1"
"29","281","5","3","1"
"29","283","2","8","1"
"29","285","1","8","1"
"29","286","6","5","1"
"29","293","5","4","1"
"29","299","4","4","1"
"29","302","5","8","1"
"29","303","6","11","1"
"29","304","5","6","1"
"29","307","4","2","1"
"29","308","5","9","1"
"29","309","6","10","1"
"29","314","4","6","1"
"29","317","1","7","1"
"29","318","6","3","1"
"29","319","1","2","1"
"29","326","4","5","1"
"29","327","5","7","1"
"29","198","7","1","1"
"29","26","7","2","1"
"29","41","7","3","1"
"29","56","7","4","1"
"29","110","7","5","1"
"29","132","7","6","1"
"29","142","7","7","1"
"29","310","7","8","1"
"29","79","7","9","1"
"29","197","7","10","1"
"29","170","7","11","1"
"29","82","7","12","1"
"29","91","7","13","1"
"29","135","7","14","1"
"29","162","7","15","1"
"29","292","7","16","1"
"29","312","7","17","1"
"29","190","7","18","1"
"29","71","7","19","1"
"29","36","7","20","1"
"29","69","7","21","1"
"29","73","7","22","1"
"29","70","7","23","1"
"29","94","7","24","1"
"29","77","7","25","1"
"30","200","5","8","1"
"30","198","1","1","1"
"30","197","5","14","1"
"30","194","4","7","1"
"30","39","6","2","1"
"30","188","1","4","1"
"30","186","5","12","1"
"30","182","1","3","1"
"30","180","5","3","1"
"30","177","1","2","1"
"30","171","5","23","1"
"30","170","4","9","1"
"30","168","5","4","1"
"30","154","4","3","1"
"30","144","5","15","1"
"30","135","5","9","1"
"30","132","4","2","1"
"30","130","5","13","1"
"30","127","2","10","1"
"30","112","3","8","1"
"30","110","5","5","1"
"30","107","4","12","1"
"30","163","6","4","1"
"30","94","5","19","1"
"30","82","5","1","1"
"30","73","4","4","1"
"30","72","2","8","1"
"30","98","2","11","1"
"30","70","5","21","1"
"30","62","5","18","1"
"30","57","5","22","1"
"30","56","2","9","1"
"30","41","2","6","1"
"30","46","5","6","1"
"30","319","1","7","1"
"30","30","4","5","1"
"30","29","3","5","1"
"30","26","5","11","1"
"30","21","5","2","1"
"30","37","6","3","1"
"30","14","3","3","1"
"30","9","2","2","1"
"30","203","2","1","1"
"30","204","4","11","1"
"30","205","1","6","1"
"30","71","4","6","1"
"30","214","2","5","1"
"30","219","3","2","1"
"30","220","4","10","1"
"30","224","3","7","1"
"30","226","2","3","1"
"30","228","3","4","1"
"30","231","1","5","1"
"30","256","1","8","1"
"30","258","5","16","1"
"30","264","5","20","1"
"30","274","3","1","1"
"30","275","4","1","1"
"30","276","2","4","1"
"30","20","6","1","1"
"30","133","6","5","1"
"30","314","6","6","1"
"30","318","6","7","1"
"27","200","4","1","1"
"27","135","4","2","1"
"27","325","4","3","1"
"27","133","4","4","1"
"27","328","2","1","1"
"36","71","1","15","1"
"36","226","1","5","1"
"36","72","1","17","1"
"36","73","1","18","1"
"36","154","1","36","1"
"36","213","1","11","1"
"36","14","1","35","1"
"36","319","1","1","1"
"36","204","1","8","1"
"36","325","1","3","1"
"36","46","1","12","1"
"36","135","1","38","1"
"36","9","1","4","1"
